"Time (CH28, Marker)","Delta T (CH28, Marker)","Mean (CH 5, Rate)","Mean (CH 2, EDA)","Mean (CH40, OO-Zygo Integrated)","Mean (CH41, Corrugator Integrated)","Mean (CH28, Marker)"
21,0.5,60.87410679,0.774918669,8.30E-05,0.000283994,0.399201597
21.5,0.5,60.54490414,0.773881315,7.56E-05,0.000283232,0
22,0.5,62.60938211,0.772728834,7.04E-05,0.000285521,0
22.5,0.5,63.22444679,0.771490466,7.16E-05,0.000285381,0
23,0.5,63.10926428,0.770147937,8.01E-05,0.00028411,0
23.5,0.5,63.09148265,0.768982665,8.10E-05,0.000283592,3.662674651
24,0.5,57.62419597,0.767733941,8.57E-05,0.000283857,1.317365269
24.5,0.5,55.19779209,0.76653273,8.33E-05,0.000283422,0
25,0.5,56.42780185,0.765243195,7.84E-05,0.000284062,0
25.5,0.5,57.2519084,0.762622095,8.14E-05,0.000283507,0
26,0.5,59.1887188,0.759721402,7.67E-05,0.000285308,0
26.5,0.5,60.42296073,0.758146792,8.76E-05,0.000284783,0
27,0.5,61.38953911,0.758130346,9.04E-05,0.00028516,0
27.5,0.5,61.8556701,0.757485883,7.89E-05,0.000283415,0
28,0.5,71.35214108,0.757193499,9.83E-05,0.00028363,0
28.5,0.5,70.52785906,0.754598591,7.54E-05,0.000283713,0
29,0.5,64.3776824,0.752970378,7.49E-05,0.000282162,0
29.5,0.5,64.10836391,0.752131601,8.15E-05,0.000283711,0
30,0.5,63.22444679,0.750653844,7.26E-05,0.000282755,0
30.5,0.5,65.60624422,0.749724306,7.11E-05,0.000283731,0
31,0.5,68.25938567,0.748758221,7.28E-05,0.000284265,0
31.5,0.5,64.19209262,0.747168992,7.64E-05,0.000284894,0
32,0.5,58.99705015,0.745498139,7.99E-05,0.000283809,0
32.5,0.5,58.88297872,0.74409226,7.91E-05,0.000282593,0
33,0.5,58.70841487,0.744382207,7.73E-05,0.000283735,0
33.5,0.5,61.335546,0.74407094,7.38E-05,0.000283358,0
34,0.5,63.82978723,0.744094696,7.40E-05,0.000281933,0
34.5,0.5,62.05331273,0.743378356,7.10E-05,0.000283778,0
35,0.5,60.48387097,0.742694908,7.17E-05,0.000281912,0
35.5,0.5,68.34800402,0.741896334,7.19E-05,0.00028186,0
36,0.5,71.56638855,0.740666494,7.38E-05,0.000285416,0
36.5,0.5,76.14213198,0.73950975,7.17E-05,0.000283103,0
37,0.5,71.87845472,0.736819208,7.34E-05,0.000285004,0
37.5,0.5,66.29834254,0.736219821,7.35E-05,0.000282571,2.235528942
38,0.5,63.46837978,0.732889689,7.50E-05,0.0002829,2.674650699
38.5,0.5,55.04587156,0.735953021,7.65E-05,0.000281874,0
39,0.5,55.05374841,0.760424951,7.72E-05,0.000283042,0
39.5,0.5,55.14705882,0.820314327,8.10E-05,0.000281041,0
40,0.5,55.15236104,0.881401869,7.80E-05,0.000284061,0
40.5,0.5,57.80346821,0.911173259,8.01E-05,0.00028211,99999
100,0.5,71.85628743,1.384141507,7.73E-05,0.000280741,3.073852295
100.5,0.5,59.1641707,1.376201455,7.88E-05,0.000284281,0
101,0.5,59.88881257,1.372172038,7.64E-05,0.000281532,0
101.5,0.5,64.58557589,1.367563335,8.08E-05,0.000282004,0
102,0.5,67.50674573,1.364818581,7.67E-05,0.000280879,0
102.5,0.5,71.09004739,1.360190995,7.56E-05,0.000282232,1.057884232
103,0.5,70.24032338,1.347977872,7.16E-05,0.000278934,3.832335329
103.5,0.5,69.93006993,1.343018309,8.46E-05,0.000282701,0
104,0.5,64.15569422,1.340279646,0.000106269,0.000281898,0
104.5,0.5,63.03723523,1.336085763,9.35E-05,0.000282409,0
105,0.5,66.51884701,1.331487416,7.74E-05,0.000282985,0
105.5,0.5,66.25920369,1.324974563,7.88E-05,0.000284484,0
106,0.5,60.60606061,1.319757945,0.000102582,0.000283365,0
106.5,0.5,60.86870985,1.314976249,8.96E-05,0.000285164,0
107,0.5,62.63048017,1.30904329,9.39E-05,0.000285009,0
107.5,0.5,63.59520274,1.303265052,7.69E-05,0.000282912,0
108,0.5,65.78947368,1.297908334,8.00E-05,0.000283959,0
108.5,0.5,65.78947368,1.291972939,9.50E-05,0.000282374,0
109,0.5,65.78947368,1.285574603,0.000100426,0.000284552,0
109.5,0.5,67.39296202,1.28242782,9.35E-05,0.000282933,0
110,0.5,69.30017516,1.277994548,8.49E-05,0.000284688,0
110.5,0.5,76.53061224,1.274023608,8.53E-05,0.000282073,0
111,0.5,74.02208833,1.269160897,8.11E-05,0.000284078,0
111.5,0.5,71.09004739,1.263735956,8.19E-05,0.000283467,0
112,0.5,69.0042845,1.259687656,7.80E-05,0.00028411,0
112.5,0.5,68.36308695,1.255221491,8.08E-05,0.000281408,0
113,0.5,72.90400972,1.250961821,8.87E-05,0.000281988,0
113.5,0.5,71.36276397,1.246896466,8.73E-05,0.000284019,0
114,0.5,66.96428571,1.242256088,8.06E-05,0.0002834,0
114.5,0.5,65.62259748,1.238060378,7.67E-05,0.000284372,0
115,0.5,63.29113924,1.233626497,8.42E-05,0.000282627,0
115.5,0.5,66.42071428,1.230407228,8.72E-05,0.000283639,0
116,0.5,68.41505131,1.227172121,9.50E-05,0.000283965,0
116.5,0.5,63.05937258,1.223499047,8.25E-05,0.00028387,99999
117.5,0.5,59.28853755,1.215369554,7.88E-05,0.00028338,0.359281437
118,0.5,59.28853755,1.211586836,7.41E-05,0.000282831,0
118.5,0.5,61.85266247,1.208351729,7.75E-05,0.000282215,0
119,0.5,63.15789474,1.20339643,7.54E-05,0.000283971,0
119.5,0.5,62.71660619,1.199231176,7.36E-05,0.000284195,0
120,0.5,63.98942739,1.194950797,7.93E-05,0.000284547,99999
185.5,0.5,73.96027857,1.205323728,7.44E-05,0.000283184,0.399201597
186,0.5,75.47169811,1.248041027,7.64E-05,0.000282082,0
186.5,0.5,64.89084511,1.392230188,7.88E-05,0.000283355,0
187,0.5,63.55932203,1.566146272,7.38E-05,0.000283169,0
187.5,0.5,57.7122591,1.669388883,7.61E-05,0.000281038,0
188,0.5,55.55555556,1.694497358,7.76E-05,0.000280992,3.602794411
188.5,0.5,61.57496328,1.663423032,7.76E-05,0.000281279,1.317365269
189,0.5,62.89308176,1.611035741,7.98E-05,0.000281338,0
189.5,0.5,58.57638639,1.563802327,7.63E-05,0.00028245,0
190,0.5,56.81818182,1.527575342,8.64E-05,0.000283811,0
190.5,0.5,57.55682311,1.499743433,7.76E-05,0.000281726,0
191,0.5,57.97101449,1.475352518,7.30E-05,0.000282672,0
191.5,0.5,57.55251493,1.457423897,8.15E-05,0.000279183,0
192,0.5,57.19733079,1.440016086,9.46E-05,0.000282071,0
192.5,0.5,56.82227405,1.428302453,8.84E-05,0.000281695,0
193,0.5,56.28517824,1.419510832,0.000100883,0.000280594,0
193.5,0.5,59.02260178,1.409614243,7.58E-05,0.000281736,0
194,0.5,62.0475698,1.4006277,7.51E-05,0.000285286,0
194.5,0.5,60.35331767,1.393012315,7.37E-05,0.000282801,0
195,0.5,57.80346821,1.384787797,8.18E-05,0.000282127,0
195.5,0.5,57.4658296,1.377969159,8.15E-05,0.000280355,0
196,0.5,56.60377358,1.371079253,9.32E-05,0.000281951,0
196.5,0.5,57.01763602,1.363960921,8.05E-05,0.000281826,0
197,0.5,58.42259007,1.357437712,8.58E-05,0.000282328,0
197.5,0.5,58.24983161,1.351270238,7.97E-05,0.00028277,0
198,0.5,56.98005698,1.344467437,9.99E-05,0.000282548,0
198.5,0.5,57.04717247,1.338460165,9.64E-05,0.000281743,0
199,0.5,58.13953488,1.332732484,9.32E-05,0.000281219,0
199.5,0.5,58.13953488,1.327650485,0.000111627,0.000283535,0
200,0.5,58.30869957,1.322342498,7.68E-05,0.000284105,0
200.5,0.5,58.3090379,1.316635528,7.88E-05,0.000283301,0
201,0.5,57.03266067,1.311842258,7.49E-05,0.000281961,0
201.5,0.5,56.87203791,1.306637823,8.78E-05,0.000283253,0
202,0.5,59.58487975,1.30132679,8.19E-05,0.00028091,1.616766467
202.5,0.5,59.94005994,1.296068142,8.07E-05,0.000282241,3.303393214
203,0.5,58.16790161,1.292308571,7.44E-05,0.000283032,0
203.5,0.5,57.74783446,1.291383907,8.54E-05,0.000280977,0
204,0.5,57.74783446,1.289468183,7.79E-05,0.000281965,0
204.5,0.5,57.74783446,1.285764652,8.00E-05,0.000280844,0
205,0.5,64.71281854,1.281487927,8.53E-05,0.00028141,99999
271.5,0.5,72.64636383,1.473716995,7.71E-05,0.000282183,2.025948104
272,0.5,69.12442396,1.472225836,8.36E-05,0.000282356,0
272.5,0.5,66.37793773,1.471989493,7.73E-05,0.000283857,0
273,0.5,64.1025641,1.470210214,8.25E-05,0.000283023,0
273.5,0.5,62.5451493,1.467674392,7.75E-05,0.00028112,0
274,0.5,61.47540984,1.464929638,7.95E-05,0.000282509,1.976047904
274.5,0.5,59.0442802,1.462312192,7.33E-05,0.000281457,2.934131737
275,0.5,56.17977528,1.460182662,7.99E-05,0.000283366,0
275.5,0.5,58.04041113,1.458212725,8.03E-05,0.000282477,0
276,0.5,60.18054162,1.455659847,8.31E-05,0.000282199,0
276.5,0.5,59.36576847,1.452892555,8.33E-05,0.000282329,0
277,0.5,58.13953488,1.450216632,7.55E-05,0.00028266,0
277.5,0.5,58.34278741,1.448290553,7.79E-05,0.00028166,0
278,0.5,58.70841487,1.446407113,7.72E-05,0.000282898,0
278.5,0.5,61.36889548,1.443757383,8.66E-05,0.000282255,0
279,0.5,64.17112299,1.441338514,9.74E-05,0.000282956,0
279.5,0.5,61.96357411,1.438893453,8.00E-05,0.000281769,0
280,0.5,59.46481665,1.437014277,9.50E-05,0.000283371,0
280.5,0.5,60.12093105,1.435137537,9.24E-05,0.000282733,0
281,0.5,60.79027356,1.432572477,7.83E-05,0.000283531,0
281.5,0.5,60.06152764,1.429802748,7.93E-05,0.000282277,0
282,0.5,59.23000987,1.427150582,9.54E-05,0.000281049,0
282.5,0.5,58.61311223,1.424566029,8.54E-05,0.000282316,0
283,0.5,57.63688761,1.422170917,8.69E-05,0.000281342,0
283.5,0.5,58.38535772,1.420031032,8.40E-05,0.000281722,0
284,0.5,59.64214712,1.417472672,7.95E-05,0.000281457,0
284.5,0.5,59.40499024,1.414710252,8.53E-05,0.000280963,0
285,0.5,58.93909627,1.41225179,9.35E-05,0.000281479,0
285.5,0.5,58.33575466,1.409868861,0.000100929,0.000281588,0
286,0.5,55.50416281,1.407863594,9.36E-05,0.00028238,0
286.5,0.5,55.85258068,1.405439853,7.54E-05,0.000284336,0
287,0.5,58.36575875,1.402888802,7.85E-05,0.000283231,0
287.5,0.5,58.35085136,1.400280494,7.34E-05,0.000284069,0
288,0.5,56.87203791,1.397733098,7.53E-05,0.000281021,0.459081836
288.5,0.5,56.87203791,1.395329458,8.77E-05,0.000279779,4.451097804
289,0.5,58.01556002,1.393016579,7.53E-05,0.000282734,0
289.5,0.5,58.08325266,1.390519742,7.82E-05,0.000280608,0
290,0.5,60.70922503,1.387961991,7.77E-05,0.000281663,0
290.5,0.5,60.79027356,1.385195917,8.06E-05,0.000283187,0
291,0.5,58.11943764,1.382623547,7.92E-05,0.000281289,99999
340,0.5,64.0048758,1.390172536,8.20E-05,0.000281216,4.421157685
340.5,0.5,66.74082314,1.387443619,7.80E-05,0.00028254,0
341,0.5,62.06613152,1.385658858,7.41E-05,0.0002817,0
341.5,0.5,60.20032788,1.382508421,7.37E-05,0.000281852,0
342,0.5,70.09345794,1.379593109,7.20E-05,0.000282523,0
342.5,0.5,72.61214042,1.37687942,8.26E-05,0.000282985,99999
343.5,0.5,79.27262539,1.372509498,7.79E-05,0.0002816,0.499001996
344,0.5,77.74440739,1.367771659,8.06E-05,0.000283279,0
344.5,0.5,72.46376812,1.365402739,8.75E-05,0.000283339,0
345,0.5,71.67956826,1.361825909,7.71E-05,0.00028448,0
345.5,0.5,71.09004739,1.358406234,8.37E-05,0.000281513,0
346,0.5,64.51151652,1.355509806,8.31E-05,0.00028202,0
346.5,0.5,57.69230769,1.352665153,8.36E-05,0.000282757,0
347,0.5,58.46854568,1.3502006,7.72E-05,0.00028254,0
347.5,0.5,59.34718101,1.34755087,7.76E-05,0.000283324,0
348,0.5,59.00741038,1.344987028,7.80E-05,0.000282122,0
348.5,0.5,58.53658537,1.342894655,8.06E-05,0.000281219,0
349,0.5,57.81161481,1.340590304,8.03E-05,0.000282939,0
349.5,0.5,55.86592179,1.338602702,7.77E-05,0.000281128,0
350,0.5,57.49388245,1.336146676,7.73E-05,0.000283151,0
350.5,0.5,61.16207951,1.333685778,8.02E-05,0.000282529,0
351,0.5,60.76042049,1.330406813,8.32E-05,0.000281275,0
351.5,0.5,59.82053838,1.328084797,7.81E-05,0.000282755,0
352,0.5,59.24523653,1.326181865,8.20E-05,0.000283679,0
352.5,0.5,56.81818182,1.324154669,8.72E-05,0.00028422,0
353,0.5,58.54000975,1.321884429,8.11E-05,0.000283341,0
353.5,0.5,62.89308176,1.319303532,7.55E-05,0.000283536,0
354,0.5,62.13785255,1.316611772,7.65E-05,0.000283761,0
354.5,0.5,60.30150754,1.312762658,8.87E-05,0.00028337,0
355,0.5,59.85146743,1.311729568,8.57E-05,0.000282824,0
355.5,0.5,58.42259007,1.313767728,7.53E-05,0.000283278,0
356,0.5,61.09339637,1.311579721,7.54E-05,0.000283397,0
356.5,0.5,65.1465798,1.309707246,7.72E-05,0.000282649,0
357,0.5,62.77825372,1.325505118,7.52E-05,0.000281143,3.053892216
357.5,0.5,57.63688761,1.394491291,7.18E-05,0.000281149,1.856287425
358,0.5,58.71319299,1.476704794,7.24E-05,0.000284196,0
358.5,0.5,60.79027356,1.530211671,7.27E-05,0.000282535,0
359,0.5,61.24331836,1.549823327,7.17E-05,0.000283178,0
359.5,0.5,61.91950464,1.551947375,7.39E-05,0.000283844,0
360,0.5,60.36973875,1.568735088,7.74E-05,0.000280537,99999
404,0.5,68.57142857,1.797955602,7.52E-05,0.000281063,2.395209581
404.5,0.5,67.28445029,1.775198992,7.88E-05,0.000283506,0
405,0.5,63.96588486,1.756376164,7.17E-05,0.000282112,0
405.5,0.5,71.45410671,1.741592499,7.50E-05,0.000282852,0
406,0.5,75.19985604,1.730016529,7.85E-05,0.000282028,0
406.5,0.5,76.72634271,1.718575788,8.03E-05,0.000281585,1.457085828
407,0.5,74.0894374,1.7085659,8.38E-05,0.000281895,3.463073852
407.5,0.5,62.0475698,1.699118243,7.74E-05,0.00028271,0
408,0.5,61.71403542,1.690348551,8.45E-05,0.000281146,0
408.5,0.5,56.6572238,1.682078348,8.97E-05,0.00028283,0
409,0.5,56.6572238,1.674272914,7.63E-05,0.000282983,0
409.5,0.5,57.12347058,1.666745854,8.56E-05,0.000283185,0
410,0.5,57.14285714,1.659583665,8.00E-05,0.00028157,0
410.5,0.5,59.45628958,1.65267122,8.34E-05,0.000281971,0
411,0.5,60.53144916,1.645870247,7.79E-05,0.000282673,0
411.5,0.5,66.37168142,1.639881857,8.23E-05,0.000283341,0
412,0.5,65.44567753,1.634575697,8.30E-05,0.000282788,0
412.5,0.5,60.91370558,1.628738373,8.90E-05,0.000282281,0
413,0.5,60.81242615,1.62277313,8.04E-05,0.000283561,0
413.5,0.5,60.36217304,1.617131947,7.92E-05,0.000282093,0
414,0.5,63.34165773,1.611481017,8.13E-05,0.000283917,0
414.5,0.5,67.64374295,1.605635165,7.79E-05,0.000281457,0
415,0.5,64.64987774,1.600076824,7.95E-05,0.000281862,0
415.5,0.5,60.66734075,1.594546503,8.49E-05,0.000282712,0
416,0.5,59.57008498,1.589362778,9.65E-05,0.000283403,0
416.5,0.5,57.47126437,1.584358139,8.02E-05,0.000281438,0
417,0.5,58.94120908,1.579316952,7.96E-05,0.000281493,0
417.5,0.5,61.28702758,1.574338506,9.41E-05,0.00028243,0
418,0.5,61.20854742,1.569199857,7.84E-05,0.000282138,0
418.5,0.5,61.09979633,1.564740392,7.61E-05,0.000281709,0
419,0.5,59.70079208,1.560707321,7.79E-05,0.000282521,0
419.5,0.5,56.23242737,1.556586534,8.32E-05,0.000282244,0
420,0.5,57.41658585,1.552311027,9.08E-05,0.000282924,0
420.5,0.5,60.24096386,1.54770598,8.26E-05,0.000283907,99999
421.5,0.5,58.76591577,1.538473955,7.70E-05,0.000283204,0.149700599
422,0.5,58.54770923,1.533959059,7.43E-05,0.000283177,0
422.5,0.5,57.41626794,1.530047205,7.20E-05,0.000283938,0
423,0.5,59.82480032,1.525803983,7.43E-05,0.000281251,0
423.5,0.5,65.00541712,1.521535786,7.59E-05,0.000282469,0
424,0.5,63.59251074,1.517418654,7.66E-05,0.000282904,99999
474.5,0.5,80.32128514,1.457127859,7.75E-05,0.000281184,2.4750499
475,0.5,70.73645741,1.454604828,7.40E-05,0.000283065,0
475.5,0.5,69.41385044,1.452245655,7.39E-05,0.000282384,0
476,0.5,66.15214994,1.44970496,7.36E-05,0.000282255,0
476.5,0.5,65.799914,1.447407919,7.40E-05,0.000282844,0
477,0.5,58.47953216,1.444724077,7.82E-05,0.000281775,1.746506986
477.5,0.5,58.47953216,1.442160844,7.56E-05,0.000281552,3.233532934
478,0.5,56.56606586,1.439973447,8.04E-05,0.000284748,0
478.5,0.5,56.45652734,1.437518639,8.25E-05,0.000283535,0
479,0.5,62.9590766,1.434552769,8.08E-05,0.000282936,0
479.5,0.5,62.9590766,1.431834208,7.92E-05,0.000282006,0
480,0.5,58.45262301,1.429380619,8.47E-05,0.000282127,0
480.5,0.5,58.41762993,1.427354641,8.27E-05,0.000280767,0
481,0.5,63.02521008,1.425063691,7.82E-05,0.000283492,0
481.5,0.5,63.2079947,1.422608275,7.85E-05,0.000283279,0
482,0.5,64.1025641,1.420045042,8.50E-05,0.000281549,0
482.5,0.5,63.41638477,1.417671858,8.16E-05,0.000281888,0
483,0.5,60.48387097,1.415338269,7.89E-05,0.000282907,0
483.5,0.5,60.62279226,1.413347012,7.98E-05,0.000282222,0
484,0.5,61.09979633,1.410947027,9.17E-05,0.000280876,0
484.5,0.5,60.61009737,1.408423388,9.24E-05,0.000281994,0
485,0.5,57.69230769,1.406013047,8.22E-05,0.000284087,0
485.5,0.5,57.69230769,1.403739153,8.48E-05,0.000284499,0
486,0.5,55.0176303,1.401561501,7.73E-05,0.000283488,0
486.5,0.5,54.894785,1.399483138,7.59E-05,0.000284492,0
487,0.5,60.05955659,1.396907114,7.87E-05,0.000283199,0
487.5,0.5,60.24096386,1.394194643,7.57E-05,0.000282229,0
488,0.5,57.16278287,1.39159608,8.19E-05,0.000283899,0
488.5,0.5,56.60377358,1.389099243,8.19E-05,0.000283583,0
489,0.5,56.41387965,1.386953875,8.35E-05,0.000282874,0
489.5,0.5,56.33802817,1.384568509,7.89E-05,0.000283861,0
490,0.5,57.55437664,1.382070454,7.59E-05,0.000283101,0
490.5,0.5,58.19592629,1.3794725,7.51E-05,0.000282385,0
491,0.5,56.99780823,1.377095053,7.90E-05,0.000284695,99999
492,0.5,57.66458354,1.372355996,7.57E-05,0.000281331,0.389221557
492.5,0.5,59.58291956,1.369988295,7.96E-05,0.000283747,0
493,0.5,59.21763244,1.366524154,7.52E-05,0.000282243,0
493.5,0.5,58.76591577,1.364377568,7.71E-05,0.0002841,0
494,0.5,59.37955192,1.362322352,7.60E-05,0.000283375,0
494.5,0.5,60.12024048,1.360216579,7.93E-05,0.000284108,99999
564.5,0.5,80.11832931,1.489809078,7.30E-05,0.000281573,1.017964072
565,0.5,81.05266657,1.48665194,7.36E-05,0.000281878,0
565.5,0.5,81.85538881,1.483645258,7.21E-05,0.00028347,0
566,0.5,71.95984544,1.480850555,6.91E-05,0.000283558,0
566.5,0.5,69.51903337,1.47756489,7.53E-05,0.000283112,0
567,0.5,72.81553398,1.473954557,8.05E-05,0.000282854,3.043912176
567.5,0.5,72.04225578,1.470527573,7.61E-05,0.000284024,1.936127745
568,0.5,57.91505792,1.467346679,7.59E-05,0.000283698,0
568.5,0.5,58.21891793,1.464429539,8.15E-05,0.000282515,0
569,0.5,61.2244898,1.46108357,7.91E-05,0.000284323,0
569.5,0.5,61.2244898,1.457661459,8.28E-05,0.000282455,0
570,0.5,56.32145969,1.454383713,7.87E-05,0.000282149,0
570.5,0.5,56.07476636,1.45132891,7.63E-05,0.000282902,0
571,0.5,55.54541886,1.44827106,7.76E-05,0.000283982,0
571.5,0.5,55.40166205,1.445520214,7.48E-05,0.000283816,0
572,0.5,58.41002182,1.442582974,7.83E-05,0.0002823,0
572.5,0.5,59.34718101,1.4394368,8.24E-05,0.000282578,0
573,0.5,56.74988779,1.43725854,8.74E-05,0.000281922,0
573.5,0.5,54.84460695,1.433985057,7.27E-05,0.000284254,0
574,0.5,54.96594992,1.431105684,7.38E-05,0.00028197,0
574.5,0.5,55.14705882,1.428148951,8.08E-05,0.000281742,0
575,0.5,55.57207531,1.425072219,9.53E-05,0.000282333,0
575.5,0.5,56.6572238,1.421899853,8.35E-05,0.00028111,0
576,0.5,56.49445152,1.418727486,7.67E-05,0.00028351,0
576.5,0.5,55.14705882,1.41563979,8.15E-05,0.00028285,0
577,0.5,55.40793089,1.412725087,7.59E-05,0.000283369,0
577.5,0.5,58.88125613,1.409590487,8.06E-05,0.000281725,0
578,0.5,58.88125613,1.406816494,7.73E-05,0.000280733,0
578.5,0.5,56.4121882,1.404861176,7.67E-05,0.000283288,0
579,0.5,56.23242737,1.401469522,7.72E-05,0.000283259,0
579.5,0.5,55.74684992,1.398945274,7.81E-05,0.000285646,0
580,0.5,55.60704356,1.397011884,7.48E-05,0.000285283,0
580.5,0.5,57.92733293,1.393054345,7.79E-05,0.000283489,0
581,0.5,58.76591577,1.389853959,7.50E-05,0.000283098,1.467065868
581.5,0.5,57.58271463,1.389210105,8.03E-05,0.000283849,3.453093812
582,0.5,56.87203791,1.396887621,7.66E-05,0.0002847,0
582.5,0.5,56.9847989,1.407359841,7.41E-05,0.000281977,0
583,0.5,57.08848716,1.412656864,7.82E-05,0.000281205,0
583.5,0.5,60.69755212,1.413197774,8.14E-05,0.000281557,0
584,0.5,62.9590766,1.410211803,7.38E-05,0.000281399,99999
